Tipo de dato,Archivo,Tamaño (bytes),Repetición,AES-256 tiempo (s),ECDSA tiempo (s)
PlainText,PlainText_1KB.txt,1024,1,7.3e-06,0.000578
PlainText,PlainText_1KB.txt,1024,2,2.2e-06,3.38e-05
PlainText,PlainText_1KB.txt,1024,3,1.6e-06,2.76e-05
PlainText,PlainText_1KB.txt,1024,4,1.5e-06,2.58e-05
PlainText,PlainText_1KB.txt,1024,5,1.4e-06,2.54e-05
PlainText,PlainText_1KB.txt,1024,6,1.5e-06,2.53e-05
PlainText,PlainText_1KB.txt,1024,7,1.4e-06,2.51e-05
PlainText,PlainText_1KB.txt,1024,8,1.4e-06,2.53e-05
PlainText,PlainText_1KB.txt,1024,9,1.4e-06,2.52e-05
PlainText,PlainText_1KB.txt,1024,10,1.4e-06,2.49e-05
PlainText,PlainText_1KB.txt,1024,11,1.4e-06,2.48e-05
PlainText,PlainText_1KB.txt,1024,12,1.3e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,13,1.4e-06,2.94e-05
PlainText,PlainText_1KB.txt,1024,14,1.4e-06,2.68e-05
PlainText,PlainText_1KB.txt,1024,15,1.4e-06,2.55e-05
PlainText,PlainText_1KB.txt,1024,16,2.8e-06,2.5e-05
PlainText,PlainText_1KB.txt,1024,17,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,18,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,19,1.4e-06,2.48e-05
PlainText,PlainText_1KB.txt,1024,20,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,21,1.3e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,22,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,23,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,24,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,25,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,26,1.4e-06,2.48e-05
PlainText,PlainText_1KB.txt,1024,27,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,28,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,29,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,30,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,31,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,32,1.3e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,33,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,34,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,35,1.3e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,36,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,37,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,38,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,39,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,40,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,41,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,42,1.4e-06,2.72e-05
PlainText,PlainText_1KB.txt,1024,43,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,44,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,45,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,46,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,47,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,48,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,49,1.3e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,50,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,51,1.4e-06,2.43e-05
PlainText,PlainText_1KB.txt,1024,52,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,53,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,54,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,55,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,56,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,57,1.4e-06,2.43e-05
PlainText,PlainText_1KB.txt,1024,58,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,59,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,60,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,61,1.3e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,62,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,63,1.4e-06,3.21e-05
PlainText,PlainText_1KB.txt,1024,64,1.4e-06,2.6e-05
PlainText,PlainText_1KB.txt,1024,65,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,66,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,67,1.4e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,68,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,69,1.3e-06,2.47e-05
PlainText,PlainText_1KB.txt,1024,70,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,71,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,72,1.5e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,73,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,74,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,75,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,76,1.3e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,77,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,78,1.4e-06,2.48e-05
PlainText,PlainText_1KB.txt,1024,79,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,80,1.3e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,81,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,82,1.4e-06,2.43e-05
PlainText,PlainText_1KB.txt,1024,83,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,84,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,85,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,86,1.3e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,87,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,88,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,89,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,90,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,91,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,92,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,93,1.4e-06,2.44e-05
PlainText,PlainText_1KB.txt,1024,94,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,95,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,96,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,97,1.4e-06,2.46e-05
PlainText,PlainText_1KB.txt,1024,98,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,99,1.4e-06,2.45e-05
PlainText,PlainText_1KB.txt,1024,100,1.4e-06,2.45e-05
PlainText,PlainText_488KB.txt,500000,1,0.0005834,0.0002812
PlainText,PlainText_488KB.txt,500000,2,0.0004829,0.0002658
PlainText,PlainText_488KB.txt,500000,3,0.0004664,0.0002633
PlainText,PlainText_488KB.txt,500000,4,0.0004665,0.0002916
PlainText,PlainText_488KB.txt,500000,5,0.0004663,0.0002687
PlainText,PlainText_488KB.txt,500000,6,0.0004704,0.0002638
PlainText,PlainText_488KB.txt,500000,7,0.0004668,0.0002631
PlainText,PlainText_488KB.txt,500000,8,0.0004664,0.0002767
PlainText,PlainText_488KB.txt,500000,9,0.0004661,0.0002629
PlainText,PlainText_488KB.txt,500000,10,0.0004655,0.0002621
PlainText,PlainText_488KB.txt,500000,11,0.0004475,0.0002619
PlainText,PlainText_488KB.txt,500000,12,0.0004472,0.000262
PlainText,PlainText_488KB.txt,500000,13,0.0004475,0.0002618
PlainText,PlainText_488KB.txt,500000,14,0.0004515,0.000262
PlainText,PlainText_488KB.txt,500000,15,0.0004474,0.000262
PlainText,PlainText_488KB.txt,500000,16,0.0004638,0.000267
PlainText,PlainText_488KB.txt,500000,17,0.0004473,0.0002621
PlainText,PlainText_488KB.txt,500000,18,0.0004523,0.000262
PlainText,PlainText_488KB.txt,500000,19,0.0004473,0.0002619
PlainText,PlainText_488KB.txt,500000,20,0.0004475,0.000262
PlainText,PlainText_488KB.txt,500000,21,0.0004478,0.0002619
PlainText,PlainText_488KB.txt,500000,22,0.0004474,0.0002619
PlainText,PlainText_488KB.txt,500000,23,0.0004512,0.0002618
PlainText,PlainText_488KB.txt,500000,24,0.0004495,0.0002818
PlainText,PlainText_488KB.txt,500000,25,0.0004473,0.0002623
PlainText,PlainText_488KB.txt,500000,26,0.0004474,0.0002619
PlainText,PlainText_488KB.txt,500000,27,0.0004517,0.0002619
PlainText,PlainText_488KB.txt,500000,28,0.00046,0.0002618
PlainText,PlainText_488KB.txt,500000,29,0.0004533,0.0002617
PlainText,PlainText_488KB.txt,500000,30,0.0004575,0.0002618
PlainText,PlainText_488KB.txt,500000,31,0.0004635,0.0002668
PlainText,PlainText_488KB.txt,500000,32,0.0004511,0.0002619
PlainText,PlainText_488KB.txt,500000,33,0.0004481,0.000262
PlainText,PlainText_488KB.txt,500000,34,0.0004474,0.0002619
PlainText,PlainText_488KB.txt,500000,35,0.0004532,0.0002619
PlainText,PlainText_488KB.txt,500000,36,0.0004475,0.0002618
PlainText,PlainText_488KB.txt,500000,37,0.0004584,0.0002619
PlainText,PlainText_488KB.txt,500000,38,0.0004473,0.0002618
PlainText,PlainText_488KB.txt,500000,39,0.0004515,0.0002667
PlainText,PlainText_488KB.txt,500000,40,0.0004472,0.000262
PlainText,PlainText_488KB.txt,500000,41,0.0004475,0.0002619
PlainText,PlainText_488KB.txt,500000,42,0.0004473,0.000262
PlainText,PlainText_488KB.txt,500000,43,0.0004472,0.0002618
PlainText,PlainText_488KB.txt,500000,44,0.0004515,0.0002618
PlainText,PlainText_488KB.txt,500000,45,0.0004477,0.000262
PlainText,PlainText_488KB.txt,500000,46,0.0004474,0.000269
PlainText,PlainText_488KB.txt,500000,47,0.0004473,0.00027
PlainText,PlainText_488KB.txt,500000,48,0.0004511,0.0002622
PlainText,PlainText_488KB.txt,500000,49,0.0004624,0.0002619
PlainText,PlainText_488KB.txt,500000,50,0.0004472,0.0002624
PlainText,PlainText_488KB.txt,500000,51,0.0004472,0.0002619
PlainText,PlainText_488KB.txt,500000,52,0.0004475,0.0002618
PlainText,PlainText_488KB.txt,500000,53,0.000452,0.000262
PlainText,PlainText_488KB.txt,500000,54,0.0004472,0.0002672
PlainText,PlainText_488KB.txt,500000,55,0.0004473,0.0002621
PlainText,PlainText_488KB.txt,500000,56,0.0004471,0.0002619
PlainText,PlainText_488KB.txt,500000,57,0.0004498,0.0002618
PlainText,PlainText_488KB.txt,500000,58,0.0004468,0.0002884
PlainText,PlainText_488KB.txt,500000,59,0.0004466,0.0002625
PlainText,PlainText_488KB.txt,500000,60,0.0004468,0.0002621
PlainText,PlainText_488KB.txt,500000,61,0.000451,0.0002619
PlainText,PlainText_488KB.txt,500000,62,0.0004467,0.0002729
PlainText,PlainText_488KB.txt,500000,63,0.0004468,0.0002625
PlainText,PlainText_488KB.txt,500000,64,0.0004467,0.000262
PlainText,PlainText_488KB.txt,500000,65,0.0004504,0.0002676
PlainText,PlainText_488KB.txt,500000,66,0.0004467,0.0002623
PlainText,PlainText_488KB.txt,500000,67,0.0004468,0.0002662
PlainText,PlainText_488KB.txt,500000,68,0.0004468,0.0002622
PlainText,PlainText_488KB.txt,500000,69,0.000451,0.0002618
PlainText,PlainText_488KB.txt,500000,70,0.0004468,0.0002618
PlainText,PlainText_488KB.txt,500000,71,0.0004467,0.0002618
PlainText,PlainText_488KB.txt,500000,72,0.0004468,0.0002618
PlainText,PlainText_488KB.txt,500000,73,0.0004509,0.0002672
PlainText,PlainText_488KB.txt,500000,74,0.0004468,0.0002619
PlainText,PlainText_488KB.txt,500000,75,0.0004468,0.0002618
PlainText,PlainText_488KB.txt,500000,76,0.0004467,0.0002619
PlainText,PlainText_488KB.txt,500000,77,0.0004467,0.0002617
PlainText,PlainText_488KB.txt,500000,78,0.0004506,0.0002621
PlainText,PlainText_488KB.txt,500000,79,0.0004467,0.0002618
PlainText,PlainText_488KB.txt,500000,80,0.0004468,0.0002618
PlainText,PlainText_488KB.txt,500000,81,0.0004468,0.000287
PlainText,PlainText_488KB.txt,500000,82,0.0004494,0.0002728
PlainText,PlainText_488KB.txt,500000,83,0.0004737,0.0002631
PlainText,PlainText_488KB.txt,500000,84,0.0004467,0.0002621
PlainText,PlainText_488KB.txt,500000,85,0.0004466,0.0002617
PlainText,PlainText_488KB.txt,500000,86,0.0004513,0.0002618
PlainText,PlainText_488KB.txt,500000,87,0.0004473,0.0002617
PlainText,PlainText_488KB.txt,500000,88,0.000447,0.0002617
PlainText,PlainText_488KB.txt,500000,89,0.000447,0.0002617
PlainText,PlainText_488KB.txt,500000,90,0.0004509,0.0002669
PlainText,PlainText_488KB.txt,500000,91,0.0004474,0.0002617
PlainText,PlainText_488KB.txt,500000,92,0.0004471,0.0002617
PlainText,PlainText_488KB.txt,500000,93,0.0004471,0.0002615
PlainText,PlainText_488KB.txt,500000,94,0.0004509,0.0002618
PlainText,PlainText_488KB.txt,500000,95,0.0004473,0.0002617
PlainText,PlainText_488KB.txt,500000,96,0.000447,0.0002617
PlainText,PlainText_488KB.txt,500000,97,0.0004471,0.0002619
PlainText,PlainText_488KB.txt,500000,98,0.0004472,0.0002667
PlainText,PlainText_488KB.txt,500000,99,0.0004512,0.0002619
PlainText,PlainText_488KB.txt,500000,100,0.0004471,0.0002619
PlainText,PlainText_2441KB.txt,2500000,1,0.0027625,0.0012735
PlainText,PlainText_2441KB.txt,2500000,2,0.0027869,0.0012151
PlainText,PlainText_2441KB.txt,2500000,3,0.0027318,0.0012167
PlainText,PlainText_2441KB.txt,2500000,4,0.0027438,0.0012198
PlainText,PlainText_2441KB.txt,2500000,5,0.0027342,0.0012533
PlainText,PlainText_2441KB.txt,2500000,6,0.0027305,0.0012171
PlainText,PlainText_2441KB.txt,2500000,7,0.00273,0.0012157
PlainText,PlainText_2441KB.txt,2500000,8,0.0028203,0.0012104
PlainText,PlainText_2441KB.txt,2500000,9,0.0027641,0.0013647
PlainText,PlainText_2441KB.txt,2500000,10,0.0027648,0.0012174
PlainText,PlainText_2441KB.txt,2500000,11,0.002737,0.0012105
PlainText,PlainText_2441KB.txt,2500000,12,0.0027353,0.0012146
PlainText,PlainText_2441KB.txt,2500000,13,0.0027877,0.0012162
PlainText,PlainText_2441KB.txt,2500000,14,0.0027558,0.0012166
PlainText,PlainText_2441KB.txt,2500000,15,0.0028073,0.0012145
PlainText,PlainText_2441KB.txt,2500000,16,0.0027389,0.0012103
PlainText,PlainText_2441KB.txt,2500000,17,0.0027639,0.0012161
PlainText,PlainText_2441KB.txt,2500000,18,0.0027459,0.0012164
PlainText,PlainText_2441KB.txt,2500000,19,0.0028299,0.00121
PlainText,PlainText_2441KB.txt,2500000,20,0.0028338,0.001214
PlainText,PlainText_2441KB.txt,2500000,21,0.0027851,0.0012102
PlainText,PlainText_2441KB.txt,2500000,22,0.0027587,0.0012901
PlainText,PlainText_2441KB.txt,2500000,23,0.0027385,0.0013052
PlainText,PlainText_2441KB.txt,2500000,24,0.0027824,0.0013267
PlainText,PlainText_2441KB.txt,2500000,25,0.00277,0.0013666
PlainText,PlainText_2441KB.txt,2500000,26,0.0028062,0.0012177
PlainText,PlainText_2441KB.txt,2500000,27,0.0027801,0.0012107
PlainText,PlainText_2441KB.txt,2500000,28,0.0027154,0.0012146
PlainText,PlainText_2441KB.txt,2500000,29,0.0027464,0.0012155
PlainText,PlainText_2441KB.txt,2500000,30,0.002742,0.0012182
PlainText,PlainText_2441KB.txt,2500000,31,0.0027648,0.0012153
PlainText,PlainText_2441KB.txt,2500000,32,0.0027308,0.0012223
PlainText,PlainText_2441KB.txt,2500000,33,0.0027211,0.0012147
PlainText,PlainText_2441KB.txt,2500000,34,0.002731,0.0012136
PlainText,PlainText_2441KB.txt,2500000,35,0.0027357,0.0012152
PlainText,PlainText_2441KB.txt,2500000,36,0.0027324,0.0013851
PlainText,PlainText_2441KB.txt,2500000,37,0.0028144,0.0012173
PlainText,PlainText_2441KB.txt,2500000,38,0.0027998,0.0012175
PlainText,PlainText_2441KB.txt,2500000,39,0.0027416,0.0012212
PlainText,PlainText_2441KB.txt,2500000,40,0.0027328,0.0012103
PlainText,PlainText_2441KB.txt,2500000,41,0.0027267,0.0012142
PlainText,PlainText_2441KB.txt,2500000,42,0.0027793,0.0012102
PlainText,PlainText_2441KB.txt,2500000,43,0.0027509,0.0012168
PlainText,PlainText_2441KB.txt,2500000,44,0.00274,0.0012152
PlainText,PlainText_2441KB.txt,2500000,45,0.0027429,0.0012119
PlainText,PlainText_2441KB.txt,2500000,46,0.0027365,0.0012171
PlainText,PlainText_2441KB.txt,2500000,47,0.0027734,0.0012165
PlainText,PlainText_2441KB.txt,2500000,48,0.0027458,0.0012106
PlainText,PlainText_2441KB.txt,2500000,49,0.0027414,0.0012199
PlainText,PlainText_2441KB.txt,2500000,50,0.0027538,0.0014066
PlainText,PlainText_2441KB.txt,2500000,51,0.0027167,0.0012136
PlainText,PlainText_2441KB.txt,2500000,52,0.0027495,0.0012151
PlainText,PlainText_2441KB.txt,2500000,53,0.0027508,0.0012103
PlainText,PlainText_2441KB.txt,2500000,54,0.0027332,0.0012162
PlainText,PlainText_2441KB.txt,2500000,55,0.0027756,0.0012149
PlainText,PlainText_2441KB.txt,2500000,56,0.0027427,0.0012103
PlainText,PlainText_2441KB.txt,2500000,57,0.0028023,0.0012152
PlainText,PlainText_2441KB.txt,2500000,58,0.0028,0.0012141
PlainText,PlainText_2441KB.txt,2500000,59,0.0028098,0.0012105
PlainText,PlainText_2441KB.txt,2500000,60,0.0028252,0.0012217
PlainText,PlainText_2441KB.txt,2500000,61,0.0027828,0.0012201
PlainText,PlainText_2441KB.txt,2500000,62,0.0027711,0.0012396
PlainText,PlainText_2441KB.txt,2500000,63,0.0027795,0.0013572
PlainText,PlainText_2441KB.txt,2500000,64,0.0028452,0.001402
PlainText,PlainText_2441KB.txt,2500000,65,0.0027708,0.0012206
PlainText,PlainText_2441KB.txt,2500000,66,0.0027728,0.0012153
PlainText,PlainText_2441KB.txt,2500000,67,0.0030431,0.0012103
PlainText,PlainText_2441KB.txt,2500000,68,0.0027623,0.0012154
PlainText,PlainText_2441KB.txt,2500000,69,0.0030204,0.0012076
PlainText,PlainText_2441KB.txt,2500000,70,0.0029493,0.0012196
PlainText,PlainText_2441KB.txt,2500000,71,0.0027343,0.0012163
PlainText,PlainText_2441KB.txt,2500000,72,0.002753,0.0012097
PlainText,PlainText_2441KB.txt,2500000,73,0.0027486,0.001213
PlainText,PlainText_2441KB.txt,2500000,74,0.0027632,0.0012148
PlainText,PlainText_2441KB.txt,2500000,75,0.0030609,0.0012098
PlainText,PlainText_2441KB.txt,2500000,76,0.0028937,0.0012118
PlainText,PlainText_2441KB.txt,2500000,77,0.0027515,0.0013655
PlainText,PlainText_2441KB.txt,2500000,78,0.00274,0.0012791
PlainText,PlainText_2441KB.txt,2500000,79,0.0027435,0.0012209
PlainText,PlainText_2441KB.txt,2500000,80,0.0027527,0.0012109
PlainText,PlainText_2441KB.txt,2500000,81,0.0032252,0.0014133
PlainText,PlainText_2441KB.txt,2500000,82,0.0027599,0.0012774
PlainText,PlainText_2441KB.txt,2500000,83,0.0027375,0.0012086
PlainText,PlainText_2441KB.txt,2500000,84,0.0027616,0.001215
PlainText,PlainText_2441KB.txt,2500000,85,0.0027412,0.001215
PlainText,PlainText_2441KB.txt,2500000,86,0.0027547,0.001215
PlainText,PlainText_2441KB.txt,2500000,87,0.0031964,0.0012164
PlainText,PlainText_2441KB.txt,2500000,88,0.0027569,0.0012104
PlainText,PlainText_2441KB.txt,2500000,89,0.0027605,0.0012157
PlainText,PlainText_2441KB.txt,2500000,90,0.0027476,0.001367
PlainText,PlainText_2441KB.txt,2500000,91,0.0027202,0.0012087
PlainText,PlainText_2441KB.txt,2500000,92,0.0027859,0.0012144
PlainText,PlainText_2441KB.txt,2500000,93,0.0029816,0.0012155
PlainText,PlainText_2441KB.txt,2500000,94,0.0027733,0.0012104
PlainText,PlainText_2441KB.txt,2500000,95,0.0027763,0.0012159
PlainText,PlainText_2441KB.txt,2500000,96,0.0027371,0.00121
PlainText,PlainText_2441KB.txt,2500000,97,0.0027914,0.0012162
PlainText,PlainText_2441KB.txt,2500000,98,0.00299,0.0012162
PlainText,PlainText_2441KB.txt,2500000,99,0.0027911,0.0012103
PlainText,PlainText_2441KB.txt,2500000,100,0.0027749,0.0012154
PlainText,PlainText_500MB.txt,500000000,1,0.5597593,0.2536164
PlainText,PlainText_500MB.txt,500000000,2,0.5542084,0.2377567
PlainText,PlainText_500MB.txt,500000000,3,0.555348,0.2377756
PlainText,PlainText_500MB.txt,500000000,4,0.5670439,0.238111
PlainText,PlainText_500MB.txt,500000000,5,0.5634672,0.2379633
PlainText,PlainText_500MB.txt,500000000,6,0.562104,0.2377485
PlainText,PlainText_500MB.txt,500000000,7,0.552254,0.2377212
PlainText,PlainText_500MB.txt,500000000,8,0.5571658,0.2378251
PlainText,PlainText_500MB.txt,500000000,9,0.5534872,0.2380053
PlainText,PlainText_500MB.txt,500000000,10,0.5496779,0.2377898
PlainText,PlainText_500MB.txt,500000000,11,0.5558487,0.2382348
PlainText,PlainText_500MB.txt,500000000,12,0.5556213,0.2378601
PlainText,PlainText_500MB.txt,500000000,13,0.5412077,0.2380741
PlainText,PlainText_500MB.txt,500000000,14,0.5462967,0.2378596
PlainText,PlainText_500MB.txt,500000000,15,0.5453929,0.2377549
PlainText,PlainText_500MB.txt,500000000,16,0.5505785,0.2378526
PlainText,PlainText_500MB.txt,500000000,17,0.5450458,0.238041
PlainText,PlainText_500MB.txt,500000000,18,0.5488789,0.2377849
PlainText,PlainText_500MB.txt,500000000,19,0.5450983,0.2377669
PlainText,PlainText_500MB.txt,500000000,20,0.5439304,0.2381773
PlainText,PlainText_500MB.txt,500000000,21,0.5476758,0.2384339
PlainText,PlainText_500MB.txt,500000000,22,0.5437775,0.2381979
PlainText,PlainText_500MB.txt,500000000,23,0.5565457,0.2377024
PlainText,PlainText_500MB.txt,500000000,24,0.5417548,0.2380197
PlainText,PlainText_500MB.txt,500000000,25,0.54882,0.2380549
PlainText,PlainText_500MB.txt,500000000,26,0.5415222,0.2379594
PlainText,PlainText_500MB.txt,500000000,27,0.5476803,0.2377967
PlainText,PlainText_500MB.txt,500000000,28,0.5476678,0.237963
PlainText,PlainText_500MB.txt,500000000,29,0.5445524,0.2378801
PlainText,PlainText_500MB.txt,500000000,30,0.551466,0.238083
PlainText,PlainText_500MB.txt,500000000,31,0.5470565,0.2379352
PlainText,PlainText_500MB.txt,500000000,32,0.5450692,0.2378771
PlainText,PlainText_500MB.txt,500000000,33,0.5427574,0.2378715
PlainText,PlainText_500MB.txt,500000000,34,0.5696632,0.2380419
PlainText,PlainText_500MB.txt,500000000,35,0.541961,0.2378813
PlainText,PlainText_500MB.txt,500000000,36,0.5723815,0.2373523
PlainText,PlainText_500MB.txt,500000000,37,0.5564319,0.2374343
PlainText,PlainText_500MB.txt,500000000,38,0.5448394,0.2375809
PlainText,PlainText_500MB.txt,500000000,39,0.5451904,0.2374019
PlainText,PlainText_500MB.txt,500000000,40,0.5468208,0.2373292
PlainText,PlainText_500MB.txt,500000000,41,0.5453272,0.2374187
PlainText,PlainText_500MB.txt,500000000,42,0.5429947,0.2376011
PlainText,PlainText_500MB.txt,500000000,43,0.5484822,0.2373444
PlainText,PlainText_500MB.txt,500000000,44,0.543659,0.237314
PlainText,PlainText_500MB.txt,500000000,45,0.5731906,0.2373376
PlainText,PlainText_500MB.txt,500000000,46,0.5451041,0.2373176
PlainText,PlainText_500MB.txt,500000000,47,0.5489068,0.237994
PlainText,PlainText_500MB.txt,500000000,48,0.5479419,0.237473
PlainText,PlainText_500MB.txt,500000000,49,0.549512,0.2375184
PlainText,PlainText_500MB.txt,500000000,50,0.5470817,0.2373847
PlainText,PlainText_500MB.txt,500000000,51,0.5456595,0.2375412
PlainText,PlainText_500MB.txt,500000000,52,0.5502975,0.2374334
